ID,Title,Difficulty,Category,Company Count,Companies,LeetCode Link,Topics
418,Minimum Number of Lines to Cover Points,MEDIUM,Array,1,Morgan Stanley,https://leetcode.com/problems/minimum-number-of-lines-to-cover-points,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Bit Manipulation, Geometry, Bitmask"
419,Minimum Number of Work Sessions to Finish the Tasks,MEDIUM,Array,1,Swiggy,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
420,Minimum Operations to Make Array Equal II,MEDIUM,Array,1,Walmart,https://leetcode.com/problems/minimum-operations-to-make-array-equal-ii,"Array, Math, Greedy"
421,Minimum Operations to Make Median of Array Equal to K,MEDIUM,Array,1,IBM,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k,"Array, Greedy, Sorting"
422,Minimum Operations to Reduce X to Zero,MEDIUM,Array,1,Morgan Stanley,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum"
423,Minimum Sideway Jumps,MEDIUM,Array,1,Oracle,https://leetcode.com/problems/minimum-sideway-jumps,"Array, Dynamic Programming, Greedy"
424,Minimum Size Subarray in Infinite Array,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/minimum-size-subarray-in-infinite-array,"Array, Hash Table, Sliding Window, Prefix Sum"
425,Minimum Swaps to Group All 1's Together II,MEDIUM,Array,1,IBM,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together-ii,"Array, Sliding Window"
426,Minimum Time to Repair Cars,MEDIUM,Array,1,Deolite,https://leetcode.com/problems/minimum-time-to-repair-cars,"Array, Binary Search"
427,Minimum Time to Visit All Houses,MEDIUM,Array,1,Salesforce,https://leetcode.com/problems/minimum-time-to-visit-all-houses,"Array, Prefix Sum"
428,My Calendar I,MEDIUM,Array,1,Uber,https://leetcode.com/problems/my-calendar-i,"Array, Binary Search, Design, Segment Tree, Ordered Set"
429,Number of Longest Increasing Subsequence,MEDIUM,Array,1,Intuit,https://leetcode.com/problems/number-of-longest-increasing-subsequence,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree"
430,Online Election,MEDIUM,Array,1,Atlassian,https://leetcode.com/problems/online-election,"Array, Hash Table, Binary Search, Design"
431,Path With Maximum Minimum Value,MEDIUM,Array,1,Google,https://leetcode.com/problems/path-with-maximum-minimum-value,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
432,Path With Minimum Effort,MEDIUM,Array,1,Snowflake,https://leetcode.com/problems/path-with-minimum-effort,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
433,Path with Maximum Probability,MEDIUM,Array,1,BlackRock,https://leetcode.com/problems/path-with-maximum-probability,"Array, Graph, Heap (Priority Queue), Shortest Path"
434,Peeking Iterator,MEDIUM,Array,1,Google,https://leetcode.com/problems/peeking-iterator,"Array, Design, Iterator"
435,Permutations III,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/permutations-iii,"Array, Backtracking"
436,Pour Water,MEDIUM,Array,1,Oracle,https://leetcode.com/problems/pour-water,"Array, Simulation"
437,Product of Two Run-Length Encoded Arrays,MEDIUM,Array,1,Meta,https://leetcode.com/problems/product-of-two-run-length-encoded-arrays,"Array, Two Pointers"
438,Range Addition,MEDIUM,Array,1,Salesforce,https://leetcode.com/problems/range-addition,"Array, Prefix Sum"
439,Range Sum Query - Mutable,MEDIUM,Array,1,Google,https://leetcode.com/problems/range-sum-query-mutable,"Array, Design, Binary Indexed Tree, Segment Tree"
440,Remove Comments,MEDIUM,Array,1,Uber,https://leetcode.com/problems/remove-comments,"Array, String"
441,Remove Sub-Folders from the Filesystem,MEDIUM,Array,1,Snowflake,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,"Array, String, Depth-First Search, Trie"
442,Removing Minimum Number of Magic Beans,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/removing-minimum-number-of-magic-beans,"Array, Greedy, Sorting, Enumeration, Prefix Sum"
443,Reorder Data in Log Files,MEDIUM,Array,1,Snap,https://leetcode.com/problems/reorder-data-in-log-files,"Array, String, Sorting"
444,Report Spam Message,MEDIUM,Array,1,Salesforce,https://leetcode.com/problems/report-spam-message,"Array, Hash Table, String"
445,Separate Squares I,MEDIUM,Array,1,Google,https://leetcode.com/problems/separate-squares-i,"Array, Binary Search"
446,Shortest Path in a Hidden Grid,MEDIUM,Array,1,Meta,https://leetcode.com/problems/shortest-path-in-a-hidden-grid,"Array, Depth-First Search, Breadth-First Search, Matrix, Interactive"
447,Shortest Subarray to be Removed to Make Array Sorted,MEDIUM,Array,1,DEShaw,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack"
448,Shortest Word Distance II,MEDIUM,Array,1,Linkedln,https://leetcode.com/problems/shortest-word-distance-ii,"Array, Hash Table, Two Pointers, String, Design"
449,Smallest String With Swaps,MEDIUM,Array,1,PayPal,https://leetcode.com/problems/smallest-string-with-swaps,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, Sorting"
450,Sort Transformed Array,MEDIUM,Array,1,Linkedln,https://leetcode.com/problems/sort-transformed-array,"Array, Math, Two Pointers, Sorting"
451,Sort the Matrix Diagonally,MEDIUM,Array,1,Walmart,https://leetcode.com/problems/sort-the-matrix-diagonally,"Array, Sorting, Matrix"
452,Sort the Students by Their Kth Score,MEDIUM,Array,1,IBM,https://leetcode.com/problems/sort-the-students-by-their-kth-score,"Array, Sorting, Matrix"
453,Sparse Matrix Multiplication,MEDIUM,Array,1,Linkedln,https://leetcode.com/problems/sparse-matrix-multiplication,"Array, Hash Table, Matrix"
454,Steps to Make Array Non-decreasing,MEDIUM,Array,1,Morgan Stanley,https://leetcode.com/problems/steps-to-make-array-non-decreasing,"Array, Linked List, Stack, Monotonic Stack"
455,Stone Game,MEDIUM,Array,1,Cisco,https://leetcode.com/problems/stone-game,"Array, Math, Dynamic Programming, Game Theory"
456,Strobogrammatic Number II,MEDIUM,Array,1,Google,https://leetcode.com/problems/strobogrammatic-number-ii,"Array, String, Recursion"
457,Subarray Sums Divisible by K,MEDIUM,Array,1,Citadel,https://leetcode.com/problems/subarray-sums-divisible-by-k,"Array, Hash Table, Prefix Sum"
458,Successful Pairs of Spells and Potions,MEDIUM,Array,1,Goldman Sachs,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,"Array, Two Pointers, Binary Search, Sorting"
459,Sum of Subarray Ranges,MEDIUM,Array,1,JP Morgan,https://leetcode.com/problems/sum-of-subarray-ranges,"Array, Stack, Monotonic Stack"
460,Taking Maximum Energy From the Mystic Dungeon,MEDIUM,Array,1,IBM,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon,"Array, Prefix Sum"
461,Task Scheduler II,MEDIUM,Array,1,NVIDIA,https://leetcode.com/problems/task-scheduler-ii,"Array, Hash Table, Simulation"
462,The Earliest Moment When Everyone Become Friends,MEDIUM,Array,1,Google,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,"Array, Union Find, Sorting"
463,The Maze II,MEDIUM,Array,1,Uber,https://leetcode.com/problems/the-maze-ii,"Array, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path"
464,The Time When the Network Becomes Idle,MEDIUM,Array,1,Atlassian,https://leetcode.com/problems/the-time-when-the-network-becomes-idle,"Array, Breadth-First Search, Graph"
465,Total Cost to Hire K Workers,MEDIUM,Array,1,Zomato,https://leetcode.com/problems/total-cost-to-hire-k-workers,"Array, Two Pointers, Heap (Priority Queue), Simulation"
466,Unique Word Abbreviation,MEDIUM,Array,1,Google,https://leetcode.com/problems/unique-word-abbreviation,"Array, Hash Table, String, Design"
467,Verify Preorder Sequence in Binary Search Tree,MEDIUM,Array,1,NVIDIA,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree"
468,Walking Robot Simulation,MEDIUM,Array,1,Apple,https://leetcode.com/problems/walking-robot-simulation,"Array, Hash Table, Simulation"
469,Ways to Make a Fair Array,MEDIUM,Array,1,NVIDIA,https://leetcode.com/problems/ways-to-make-a-fair-array,"Array, Prefix Sum"
470,Ways to Split Array Into Good Subarrays,MEDIUM,Array,1,Flipkart,https://leetcode.com/problems/ways-to-split-array-into-good-subarrays,"Array, Math, Dynamic Programming"
471,Wiggle Sort,MEDIUM,Array,1,Google,https://leetcode.com/problems/wiggle-sort,"Array, Greedy, Sorting"
472,Zero Array Transformation I,MEDIUM,Array,1,Google,https://leetcode.com/problems/zero-array-transformation-i,"Array, Prefix Sum"
473,Zigzag Iterator,MEDIUM,Array,1,Google,https://leetcode.com/problems/zigzag-iterator,"Array, Design, Queue, Iterator"
474,Trapping Rain Water,HARD,Array,31,Adobe | Amazon | Apple | Atlassian | Bloomberg | ByteDance | Cisco | Citadel | DEShaw | Flipkart | Goldman Sachs | Google | IBM | Intel | Intuit | Meta | Microsoft | NVIDIA | Oracle | PayPal | Qualcomm | Salesforce | ServiceNow | Snowflake | Swiggy | Tesla | Twitter | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/trapping-rain-water,"Array, Two Pointers, Dynamic Programming, Stack, Monotonic Stack"
475,Median of Two Sorted Arrays,HARD,Array,23,Adobe | Amazon | Apple | Bloomberg | Citadel | DEShaw | Flipkart | Goldman Sachs | Google | IBM | Intuit | Linkedln | Meta | Microsoft | Oracle | PayPal | ServiceNow | Snap | Swiggy | Uber | Visa | Walmart | Yahoo,https://leetcode.com/problems/median-of-two-sorted-arrays,"Array, Binary Search, Divide and Conquer"
476,First Missing Positive,HARD,Array,21,Adobe | Amazon | Apple | Bloomberg | Databricks | Flipkart | Goldman Sachs | Google | Meta | Microsoft | Morgan Stanley | Netflix | Oracle | PayPal | Salesforce | ServiceNow | Swiggy | Tesla | Uber | Walmart | Zomato,https://leetcode.com/problems/first-missing-positive,"Array, Hash Table"
477,Text Justification,HARD,Array,16,Adobe | Amazon | Apple | Atlassian | Bloomberg | Databricks | Goldman Sachs | Google | Linkedln | Meta | Microsoft | Netflix | Oracle | PayPal | Uber | Visa,https://leetcode.com/problems/text-justification,"Array, String, Simulation"
478,N-Queens,HARD,Array,15,Adobe | Amazon | Apple | Bloomberg | Citadel | Goldman Sachs | Google | IBM | Meta | Microsoft | Oracle | Salesforce | Snowflake | Uber | Yahoo,https://leetcode.com/problems/nqueens,"Array, Backtracking"
479,Largest Rectangle in Histogram,HARD,Array,14,Adobe | Amazon | Apple | Bloomberg | Cisco | DEShaw | Flipkart | Google | Meta | Microsoft | Uber | Walmart | Yahoo | Zomato,https://leetcode.com/problems/largest-rectangle-in-histogram,"Array, Stack, Monotonic Stack"
480,Maximal Rectangle,HARD,Array,13,Adobe | Amazon | Apple | Bloomberg | DEShaw | Flipkart | Google | Intuit | Meta | Microsoft | Oracle | Uber | Yahoo,https://leetcode.com/problems/maximal-rectangle,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
481,Sudoku Solver,HARD,Array,13,Adobe | Amazon | Apple | Bloomberg | Citadel | Google | Intuit | Meta | Microsoft | Oracle | Snap | Uber | Yahoo,https://leetcode.com/problems/sudoku-solver,"Array, Hash Table, Backtracking, Matrix"
482,Sliding Window Maximum,HARD,Array,11,Amazon | Cisco | Citadel | DEShaw | Flipkart | Goldman Sachs | Google | Microsoft | Oracle | ServiceNow | Visa,https://leetcode.com/problems/sliding-window-maximum,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
483,Maximum Profit in Job Scheduling,HARD,Array,10,Amazon | DEShaw | Databricks | Flipkart | Goldman Sachs | Linkedln | PayPal | Snowflake | Swiggy | Walmart,https://leetcode.com/problems/maximum-profit-in-job-scheduling,"Array, Binary Search, Dynamic Programming, Sorting"
484,Max Points on a Line,HARD,Array,9,Cisco | Citadel | Google | Linkedln | Meta | NVIDIA | Oracle | Twitter | Uber,https://leetcode.com/problems/max-points-on-a-line,"Array, Hash Table, Math, Geometry"
485,Word Break II,HARD,Array,8,Amazon | Bloomberg | Meta | Oracle | ServiceNow | Snap | Twitter | Uber,https://leetcode.com/problems/word-break-ii,"Array, Hash Table, String, Dynamic Programming, Backtracking, Trie, Memoization"
486,Word Search II,HARD,Array,8,Amazon | Cisco | Google | Meta | PayPal | Snap | Snowflake | Uber,https://leetcode.com/problems/word-search-ii,"Array, String, Backtracking, Trie, Matrix"
487,Best Time to Buy and Sell Stock III,HARD,Array,7,Apple | Citadel | Meta | Microsoft | Snap | Uber | Visa,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,"Array, Dynamic Programming"
488,Candy,HARD,Array,6,Amazon | Bloomberg | Flipkart | Goldman Sachs | Microsoft | Uber,https://leetcode.com/problems/candy,"Array, Greedy"
489,Cherry Pickup,HARD,Array,6,Atlassian | Cisco | Flipkart | JP Morgan | Snowflake | Zomato,https://leetcode.com/problems/cherry-pickup,"Array, Dynamic Programming, Matrix"
490,Minimum Number of Taps to Open to Water a Garden,HARD,Array,6,DEShaw | Flipkart | Intuit | Salesforce | ServiceNow | Uber,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden,"Array, Dynamic Programming, Greedy"
491,Alien Dictionary,HARD,Array,5,Citadel | Meta | Snap | Twitter | Uber,https://leetcode.com/problems/alien-dictionary,"Array, String, Depth-First Search, Breadth-First Search, Graph, Topological Sort"
492,Best Time to Buy and Sell Stock IV,HARD,Array,5,Apple | Citadel | Goldman Sachs | Google | NVIDIA,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,"Array, Dynamic Programming"
493,Longest Increasing Path in a Matrix,HARD,Array,5,Adobe | Citadel | DEShaw | NVIDIA | Snap,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix"
494,Optimal Account Balancing,HARD,Array,5,Goldman Sachs | Salesforce | Stripe | Uber | Zomato,https://leetcode.com/problems/optimal-account-balancing,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
495,Split Array Largest Sum,HARD,Array,5,Bloomberg | DEShaw | Google | Microsoft | Salesforce,https://leetcode.com/problems/split-array-largest-sum,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum"
496,The Skyline Problem,HARD,Array,5,Citadel | Goldman Sachs | Google | Salesforce | Twitter,https://leetcode.com/problems/the-skyline-problem,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Heap (Priority Queue), Ordered Set"
497,Trapping Rain Water II,HARD,Array,5,ByteDance | Google | Palantir | Qualcomm | Twitter,https://leetcode.com/problems/trapping-rain-water-ii,"Array, Breadth-First Search, Heap (Priority Queue), Matrix"
498,Burst Balloons,HARD,Array,4,Flipkart | Goldman Sachs | Google | Snap,https://leetcode.com/problems/burst-balloons,"Array, Dynamic Programming"
499,Find Servers That Handled Most Number of Requests,HARD,Array,4,Apple | Cisco | Citadel | Visa,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,"Array, Greedy, Heap (Priority Queue), Ordered Set"
500,Making A Large Island,HARD,Array,4,Meta | Snap | Snowflake | Uber,https://leetcode.com/problems/making-a-large-island,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
501,Minimum Number of Refueling Stops,HARD,Array,4,DEShaw | Flipkart | Morgan Stanley | Snap,https://leetcode.com/problems/minimum-number-of-refueling-stops,"Array, Dynamic Programming, Greedy, Heap (Priority Queue)"
502,Number of Visible People in a Queue,HARD,Array,4,Google | Linkedln | Oracle | ServiceNow,https://leetcode.com/problems/number-of-visible-people-in-a-queue,"Array, Stack, Monotonic Stack"
503,Parallel Courses III,HARD,Array,4,Citadel | Snap | Snowflake | Stripe,https://leetcode.com/problems/parallel-courses-iii,"Array, Dynamic Programming, Graph, Topological Sort"
504,Shortest Distance from All Buildings,HARD,Array,4,ByteDance | Google | Meta | Snap,https://leetcode.com/problems/shortest-distance-from-all-buildings,"Array, Breadth-First Search, Matrix"
505,Sliding Window Median,HARD,Array,4,Apple | Flipkart | Meta | Snowflake,https://leetcode.com/problems/sliding-window-median,"Array, Hash Table, Sliding Window, Heap (Priority Queue)"
506,Bus Routes,HARD,Array,3,Citadel | Snap | Uber,https://leetcode.com/problems/bus-routes,"Array, Hash Table, Breadth-First Search"
507,Count Subarrays With Fixed Bounds,HARD,Array,3,Morgan Stanley | Snowflake | Uber,https://leetcode.com/problems/count-subarrays-with-fixed-bounds,"Array, Queue, Sliding Window, Monotonic Queue"
508,Meeting Rooms III,HARD,Array,3,Google | PayPal | Uber,https://leetcode.com/problems/meeting-rooms-iii,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
509,Minimum Cost to Make Array Equal,HARD,Array,3,Cisco | JP Morgan | Oracle,https://leetcode.com/problems/minimum-cost-to-make-array-equal,"Array, Binary Search, Greedy, Sorting, Prefix Sum"
510,Number of Islands II,HARD,Array,3,Google | Snap | Uber,https://leetcode.com/problems/number-of-islands-ii,"Array, Hash Table, Union Find"
